,Security,Symbol,GICS Sector,GICS Sub Industry,Ticker,Price,Shares Outstanding,Market Cap,Expected Growth - 5 Year,Last 12 Month Return,Beta,Avg Current Estimate,EPS,Equity COC,PVEPS,EPS1,EPS2,EPS3,EPS4,EPS5,Known Growth,Unknown Growth,% Present,% Known,% Unknown
81,Bristol-Myers Squibb,BMY,Health Care,Health Care Distributors,BMY,46.48,1640000000.0,75815000000.0,0.0755,-0.1115,0.87,4.18,3.14,0.07794000000000001,53.630998203746465,3.37707,3.6320387849999993,3.906257713267499,4.201180170619195,4.5183692735009435,16.809080264091318,-23.960078467837786,115.38510801150274,36.16411416542883,-51.54922217693155
82,Broadcom,AVGO,Information Technology,Semiconductors,AVGO,313.32,395850000.0,125608000000.0,0.1561,0.36310000000000003,0.27,23.06,15.15,0.04074,566.028473244968,17.514915,20.2489932315,23.409861074937147,27.064140388734835,31.28885270341634,109.26271294916603,-361.9711861941341,180.65507252807612,34.87256253962914,-115.52763506770525
83,Broadridge Financial Solutions,BR,Information Technology,Data Processing & Outsourced Services,BR,118.08,115680000.0,13617000000.0,0.1,0.09849999999999999,0.87,4.63,3.69,0.07794000000000001,59.40467025917371,4.059,4.464900000000001,4.911390000000002,5.402529000000002,5.942781900000003,21.142847111328635,37.53248262949765,50.30883321406988,17.905527702683464,31.785639083246654
84,Brown-Forman Corp.,BF.B,Consumer Staples,Distillers & Vintners,BF-B,53.03,308050000.0,25163000000.0,0.0944,-0.0546,0.45,1.71,1.63,0.0519,32.947976878612714,1.783872,1.9522695168,2.13656375918592,2.3382553780530713,2.558986685741281,9.669812342942905,10.412210778444383,62.13082571867379,18.234607473020752,19.634566808305454
85,C. H. Robinson Worldwide,CHRW,Industrials,Air Freight & Logistics,CHRW,81.46,137360000.0,11141000000.0,0.0819,-0.11869999999999999,0.85,5.03,4.73,0.07669999999999999,65.58018252933509,5.117387000000001,5.536500995300002,5.989940426815072,6.480516547771227,7.011270853033691,25.835279385055586,-9.955461914390682,80.50599377527018,31.715295095820757,-12.221288871090945
86,Cabot Oil & Gas,COG,Energy,Oil & Gas Exploration & Production,COG,25.94,423290000.0,10862000000.0,0.4104,0.0857,0.57,1.94,1.6,0.05934,32.692955847657565,2.2566400000000004,3.182765056000001,4.488971834982402,6.33124587605918,8.929589183593867,21.677760470979127,-28.43071631863669,126.03298322150178,83.56885301071368,-109.60183623221546
87,Cadence Design Systems,CDNS,Information Technology,Application Software,CDNS,68.18,281030000.0,19405000000.0,0.12,0.7019,1.14,2.09,1.4,0.09467999999999999,22.07435572454584,1.568,1.7561600000000002,1.9668992000000003,2.2029271040000005,2.467278356480001,8.211165389994612,37.894478885459556,32.376585104936694,12.043363728358186,55.580051166705125
88,Campbell Soup,CPB,Consumer Staples,Packaged Foods & Meats,CPB,38.36,301120000.0,11631000000.0,-0.026000000000000002,-0.059800000000000006,0.68,2.47,-0.55,0.06616,37.33373639661427,-0.5357000000000001,-0.5217718,-0.5082057332,-0.49499238413679997,-0.48212258214924314,-2.2537629382817324,3.2800265416674614,97.32465171171604,-5.875294416792837,8.550642705076802
89,Capital One Financial,COF,Financials,Consumer Finance,COF,93.02,469600000.0,43368000000.0,0.061,0.0194,1.34,10.97,12.08,0.10708000000000001,102.44676877101233,12.81688,13.598709679999999,14.428230970479998,15.308353059679277,16.242162596319712,58.967095486794015,-68.39386425780634,110.13413112342757,63.39184636292627,-73.52597748635385
90,Capri Holdings,CPRI,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",CPRI,44.63,150710000.0,6676000000.0,0.0677,-0.3442,1.03,4.95,3.73,0.08786,56.339631231504676,3.982521,4.252137671700001,4.5400073920740915,4.847365892517508,5.175532563440943,19.188123128591307,-30.89775436009598,126.23713025208306,42.99377801611317,-69.23090826819623
91,Cardinal Health Inc.,CAH,Health Care,Health Care Distributors,CAH,48.0,298020000.0,14372000000.0,0.0492,-0.2607,1.65,5.08,-0.13,0.1263,40.22169437846398,-0.136396,-0.14310668319999997,-0.15014753201343997,-0.1575347905885012,-0.16528550228545544,-0.5947868918553663,8.373092513391386,83.79519662179996,-1.239139358032013,17.443942736232056
93,Carnival Corp.,CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",CCL,54.25,527000000.0,37818000000.0,0.1105,-0.1369,1.59,4.55,4.4,0.12258,37.118616413770596,4.8862000000000005,5.426125100000001,6.025711923550001,6.691553091102277,7.430969707669078,23.910827368113534,-6.7794437818841295,68.4214127442776,44.07525782140743,-12.496670565685033
94,Caterpillar Inc.,CAT,Industrials,Construction Machinery & Heavy Trucks,CAT,139.99,575540000.0,80461000000.0,0.20600000000000002,-0.037000000000000005,1.35,12.32,10.75,0.10770000000000002,114.39182915506034,12.9645,15.635186999999998,18.856035522,22.740378839532,27.42489688047559,77.3946028133271,-51.796431968387424,81.71428613119532,55.28580813867212,-37.00009426986743
96,CBRE Group,CBRE,Real Estate,Real Estate Services,CBRE,51.39,329080000.0,17084000000.0,0.09699999999999999,0.1353,1.43,3.59,3.1,0.11265999999999998,31.86579087519972,3.4007,3.7305679,4.0924329862999995,4.489398985971099,4.924870687610295,16.531561661665023,2.992647463135256,62.0077658595052,32.16882985340538,5.823404287089426
97,CBS Corp.,CBS,Communication Services,Broadcasting,CBS,51.7,351790000.0,19116000000.0,0.154,0.0518,0.86,5.64,5.14,0.07732,72.94361096740818,5.931559999999999,6.845020239999998,7.899153356959998,9.115622973931837,10.51942891191734,34.19103008888322,-55.43464105629139,141.09015661007385,66.13352048139888,-107.22367709147271
98,Celanese Corp.,CE,Materials,Specialty Chemicals,CE,107.9,126610000.0,13693000000.0,0.1092,-0.0077,1.06,10.45,8.85,0.08972,116.47347302719572,9.816419999999999,10.888373063999998,12.077383402588797,13.396233670151494,14.859102386932037,50.868548546703494,-59.44202157389921,107.94575813456508,47.14415991353428,-55.089918048099356
99,Celgene Corp.,CELG,Health Care,Biotechnology,CELG,94.77,705260000.0,66766999999.99999,0.1784,0.0861,2.03,10.7,6.57,0.14986,71.3999733084212,7.742088,9.1232764992,10.750869026657279,12.668824061012936,14.928942273497642,40.68034841518823,-17.310321723609427,75.3402693979331,42.92534390122215,-18.26561329915525
100,Centene Corporation,CNC,Health Care,Managed Health Care,CNC,52.66,413320000.0,21303000000.0,0.1519,-0.0374,1.42,4.27,2.61,0.11204,38.11138878971796,3.0064589999999995,3.463140122099999,3.9891911066469885,4.595149235746666,5.293152404656584,16.149255260176613,-1.6006440498945729,72.37255751940364,30.667024800943057,-3.039582320346701
101,CenterPoint Energy,CNP,Utilities,Multi-Utilities,CNP,30.53,501440000.0,15520000000.0,0.0608,0.2021,0.42,1.66,0.74,0.05004,33.17346123101519,0.7849919999999999,0.8327195135999998,0.8833488600268798,0.9370564707165141,0.9940295041360782,4.0062284436264886,-6.649689674641676,108.65856937771106,13.12226807607759,-21.780837453788653
102,CenturyLink Inc,CTL,Communication Services,Integrated Telecommunication Services,CTL,11.67,1090000000.0,12488000000.0,0.11449999999999999,-0.3724,0.7,1.19,-1.63,0.06739999999999999,17.65578635014837,-1.816635,-2.0246397075,-2.25646095400875,-2.514825733242752,-2.802773279699047,-9.920940709212392,3.93515435906402,151.29208526262528,-85.01234540884654,33.72026014622125
103,Cerner,CERN,Health Care,Health Care Technology,CERN,65.54,324360000.0,21424000000.0,0.1047,0.131,0.95,2.65,1.92,0.0829,31.966224366706875,2.121024,2.3430952127999998,2.58841728158016,2.8594245709616026,3.1588063235412824,11.040788666688135,22.532986966604994,48.77361056867085,16.84587834404659,34.380511087282564
104,CF Industries Holdings Inc,CF,Materials,Fertilizers & Agricultural Chemicals,CF,45.05,222400000.0,9960000000.0,0.5844,0.1577,0.66,2.11,1.24,0.06492,32.501540357362906,1.964656,3.1128009664,4.9319218511641605,7.814136980984496,12.380718632671835,25.333716287311546,-12.785256644674455,72.14548359015073,56.23466434475371,-28.380147934904453
105,Charles Schwab Corporation,SCHW,Financials,Investment Banking & Brokerage,SCHW,45.85,1330000000.0,61081000000.0,0.18100000000000002,-0.17559999999999998,1.05,2.78,2.59,0.08910000000000001,31.200897867564528,3.05879,3.6124309900000005,4.266280999190001,5.0384778600433915,5.950442352711246,18.102143516311354,-3.453041383875881,68.0499408234777,39.48122904320906,-7.5311698666867635
106,Charter Communications,CHTR,Communication Services,Cable & Satellite,CHTR,371.44,224970000.0,94561000000.0,0.46259999999999996,0.3674,1.36,7.81,5.22,0.10832,72.10118168389955,7.634772,11.166617527200001,16.332294795282724,23.887614367580515,34.93802477402326,71.70649608159037,227.63232223451007,19.411259337685646,19.305001098855907,61.28373956345845
107,Chevron Corp.,CVX,Energy,Integrated Oil & Gas,CVX,121.1,1900000000.0,228857000000.0,0.73,-0.0591,0.78,7.28,7.74,0.07236000000000001,100.60807075732448,13.3902,23.165046,40.07552958,69.3306661734,119.94205247998201,216.76376569405633,-196.2718364513808,83.07850599283607,178.9956776994685,-162.07418369230456
108,Chipotle Mexican Grill,CMG,Consumer Discretionary,Restaurants,CMG,677.91,27710000.0,18956000000.0,0.24350000000000002,0.6014,1.31,12.55,7.32,0.10522000000000001,119.27390229994297,9.10242,11.31885927,14.075001502245001,17.50226436804166,21.764065741659806,58.41687285672191,500.2192248433351,17.594356522243807,8.617201819817073,73.78844165793913
109,Chubb Limited,CB,Financials,Property & Casualty Insurance,CB,144.06,458230000.0,66185000000.0,0.10769999999999999,0.0587,0.71,10.67,8.49,0.06802,156.8656277565422,9.404373,10.417223972099999,11.539158993895168,12.781926417537676,14.158539892706482,50.64809997980398,-63.45372773634619,108.88909326429419,35.15764263487712,-44.04673589917131
110,Church & Dwight,CHD,Consumer Staples,Household Products,CHD,73.88,245930000.0,18391000000.0,0.0862,0.5972,0.02,2.47,2.27,0.025240000000000002,97.86053882725832,2.465674,2.6782150988,2.90907724031656,3.1598396984318473,3.4322178804366725,13.884235120709553,-37.86477394796788,132.45876939260737,18.792954954939837,-51.25172434754722
111,CIGNA Corp.,CI,Health Care,Managed Health Care,CI,161.15,380060000.0,60414000000.0,0.1451,-0.0649,1.03,16.48,10.54,0.08786,187.5711358980196,12.069353999999999,13.8206172654,15.825988830609539,18.122339809930985,20.75189131635197,67.04033998751842,-93.46147588553802,116.39536822712975,41.60120383960187,-57.99657206673163
112,Cimarex Energy,XEC,Energy,Oil & Gas Exploration & Production,XEC,69.08,99630000.0,6794000000.0,0.0583,-0.3188,1.54,6.27,8.32,0.11948,52.477402075661196,8.805056,9.3183907648,9.86165294638784,10.436587313162251,11.04504035351961,39.46915403267269,-22.86655610833389,75.96612923517834,57.135428536005634,-33.10155777118398
113,Cincinnati Financial,CINF,Financials,Property & Casualty Insurance,CINF,95.02,163230000.0,15649000000.0,0.0565,0.3504,0.55,3.51,6.16,0.058100000000000006,60.4130808950086,6.50804,6.87574426,7.26422381069,7.674652455993985,8.108270319757645,32.441937736062386,2.1649813689290127,63.57933160914397,34.142220307369385,2.278448083486648
114,Cintas Corporation,CTAS,Industrials,Diversified Support Services,CTAS,216.48,104570000.0,22670000000.0,0.146,0.2735,1.32,7.46,7.58,0.10584000000000002,70.48374905517761,8.686679999999999,9.954935279999997,11.408355830879996,13.073975782188475,14.98277624638799,46.70474107329483,99.29150987152755,32.55901194344864,21.574621707915203,45.86636634863616
115,Cisco Systems,CSCO,Information Technology,Communications Equipment,CSCO,56.0,4400000000.0,246470000000.0,0.09910000000000001,0.2673,1.06,3.07,2.74,0.08972,34.21756576014267,3.011534,3.3099770194,3.63799574202254,3.9985211200569735,4.39477456305462,15.319135235063703,6.463299004793628,61.10279600025477,27.355598634042327,11.541605365702907
116,Citigroup Inc.,C,Financials,Diversified Banks,C,71.02,2310000000.0,163274000000.0,0.17059999999999997,0.0404,1.77,7.57,6.87,0.13374,56.60236279347989,8.042022,9.413990953199997,11.020017809815915,12.90003284817051,15.100778452068397,42.91111792393186,-28.493480717411757,79.69918726201055,60.42117420998573,-40.12036147199628
117,Citizens Financial Group,CFG,Financials,Regional Banks,CFG,36.17,461120000.0,16719999999.999998,0.1261,-0.1306,1.67,3.87,3.66,0.12754,30.343421671632434,4.121526,4.6412504286,5.226512107646461,5.88557528442068,6.627746327786128,20.555060489425202,-14.728482161057634,83.8911298635124,56.829030935651645,-40.72016079916404
118,Citrix Systems,CTXS,Information Technology,Internet Software & Services,CTXS,100.81,132100000.0,13337000000.0,0.0913,-0.0203,0.79,6.01,3.73,0.07298,82.35132913126884,4.070549,4.4421901237,4.847762081993809,5.2903627600798435,5.773372880075133,21.059716335891878,-2.6010454671607164,81.6896430227843,20.890503259490007,-2.5801462822742947
119,The Clorox Company,CLX,Consumer Staples,Household Products,CLX,155.83,128160000.0,20438000000.0,0.0441,0.3343,0.47,6.32,6.05,0.05314,118.93112532931879,6.316805,6.595376100499999,6.88623218653205,7.189915025958114,7.506990278602867,31.04643412242054,5.8524405482606845,76.32107125028477,19.923271592389487,3.7556571573257296
120,CME Group Inc.,CME,Financials,Financial Exchanges & Data,CME,177.83,357840000.0,63901000000.0,0.0447,0.1259,0.06,6.86,5.71,0.02772,247.47474747474746,5.965237,6.2318830939,6.5104482681973295,6.80146530578575,7.105490804954373,30.82818072491971,-100.47292819966717,139.16366612762044,17.335759278479284,-56.49942540609974
121,CMS Energy,CMS,Utilities,Multi-Utilities,CMS,54.64,283730000.0,15688000000.0,0.071,0.1577,0.26,2.5,2.21,0.04012,62.31306081754735,2.36691,2.5349606099999997,2.7149428133099995,2.907703753055009,3.1141507195219145,12.558433299550758,-20.23149411709811,114.04293707457423,22.9839555262642,-37.026892600838416
122,Coca-Cola Company,KO,Consumer Staples,Soft Drinks,KO,48.53,4269999999.9999995,209466000000.0,0.051100000000000007,0.1206,0.27,2.1,1.57,0.04074,51.54639175257732,1.6502269999999999,1.7345535996999997,1.8231892886446694,1.916354261294412,2.0142799640465565,8.417049496679068,-11.433441249256388,106.21551978688917,17.34401297481778,-23.55953276170696
123,Cognizant Technology Solutions,CTSH,Information Technology,IT Consulting & Other Services,CTSH,72.43,569280000.0,41466000000.0,0.08810000000000001,-0.1151,1.05,4.44,3.6,0.08910000000000001,49.83164983164983,3.9171600000000004,4.262261796000001,4.637767060227601,5.046354338233653,5.490938155432038,19.54986606412266,3.0484841042275193,68.79973744532629,26.99139315770076,4.208869396972966
124,Colgate-Palmolive,CL,Consumer Staples,Household Products,CL,71.51,858520000.0,62285000000.0,0.0335,0.0943,0.83,2.83,2.68,0.07546,37.503313013517094,2.7697800000000004,2.8625676300000005,2.9584636456050006,3.0575721777327685,3.1600008456868163,12.809592974391405,21.197094012091505,52.44485108868283,17.913009333507766,29.642139577809406
125,Comcast Corp.,CMCSA,Communication Services,Cable & Satellite,CMCSA,43.56,4530000000.0,196893000000.0,0.1375,0.38420000000000004,1.06,2.92,2.64,0.08972,32.545697726259476,3.003,3.4159125,3.88560046875,4.419870533203125,5.027602731518554,16.39070807308687,-5.376405799346344,74.71464124485647,37.62788813839961,-12.34252938325607
126,Comerica Inc.,CMA,Financials,Diversified Banks,CMA,78.85,155420000.0,12189000000.0,0.04,-0.16690000000000002,1.46,8.22,7.72,0.11452000000000001,71.7778553964373,8.0288,8.349952,8.68395008,9.0313080832,9.392560406528002,35.12281390120733,-28.05066929764464,91.03088826434661,44.54383500470175,-35.57472326904837
127,Conagra Brands,CAG,Consumer Staples,Packaged Foods & Meats,CAG,30.43,485920000.0,14847000000.0,0.061399999999999996,-0.18100000000000002,1.24,2.06,1.47,0.10088,20.4203013481364,1.560258,1.6560578411999998,1.7577397926496796,1.8656650159183699,1.9802168478957576,7.261456080033695,2.748242571829903,67.10582105861454,23.862819848944117,9.031359092441349
128,Concho Resources,CXO,Energy,Oil & Gas Exploration & Production,CXO,116.8,199230000.0,22932000000.0,0.5362,-0.2623,1.46,4.27,13.25,0.11452000000000001,37.28606356968214,20.35465,31.26881333,48.035151037546,73.79159902387816,113.35865442048164,213.8521542000376,-134.33821776971973,31.922999631577177,183.09259777400482,-115.01559740558197
129,ConocoPhillips,COP,Energy,Oil & Gas Exploration & Production,COP,63.55,1130000000.0,71752000000.0,-0.013999999999999999,-0.0435,0.7,4.35,5.32,0.06739999999999999,64.54005934718101,5.24552,5.17208272,5.0996735619199995,5.02827813205312,4.957882238204376,22.52096661625508,-23.511025963436097,101.55792186810545,35.43818507671925,-36.996106944824696
130,Consolidated Edison,ED,Utilities,Electric Utilities,ED,84.58,326950000.0,28078000000.0,0.0304,0.054299999999999994,0.25,4.33,4.42,0.0395,109.62025316455696,4.554368,4.6928207872000005,4.83548253913088,4.982481208320459,5.1339486370534,22.37661616046,-47.41686932501696,129.60540691009336,26.456155309127453,-56.06156221922081
132,The Cooper Companies,COO,Health Care,Health Care Supplies,COO,286.94,49370000.0,14247000000.0,0.1,0.25,1.08,11.99,7.31,0.09096000000000001,131.81618293755494,8.041,8.8451,9.729610000000001,10.702571000000002,11.772828100000003,40.87684383193226,114.2469732305128,45.93858748782148,14.245780940939662,39.81563157123886
133,Copart Inc,CPRT,Industrials,Diversified Support Services,CPRT,67.16,228210000.0,15361000000.0,0.223,0.3132,0.78,2.16,1.99,0.07236000000000001,29.850746268656714,2.43377,2.9765007100000003,3.6402603683300008,4.452038430467591,5.444843000461865,16.102636615169825,21.206617116173458,44.447210048625244,23.976528611033093,31.57626134034166
134,Corning Inc.,GLW,Information Technology,Electronic Components,GLW,31.05,785220000.0,24942000000.0,0.124,0.2483,1.23,2.02,1.13,0.10025999999999999,20.1476161978855,1.27012,1.4276148800000001,1.6046391251200003,1.8036143766348804,2.027262559337606,6.630627385804768,4.2717564163097315,64.88765281122545,21.354677571029846,13.757669617744707
135,Costco Wholesale Corp.,COST,Consumer Staples,Hypermarkets & Super Centers,COST,244.77,439880000.0,107887000000.0,0.10679999999999999,0.239,1.07,7.96,7.79,0.09034,88.1115784812929,8.621972,9.5427986096,10.56196950110528,11.689987843823323,12.938478545543653,44.43124872020267,112.22717279850445,35.99770334652649,18.152244441803596,45.85005221166991
